"data_input","input_id","type","drug","input_markers"
"phospho","aml_nintedanib","aml","nintedanib","Oxaliplatin.aml-canertinib.aml-KW.2449.aml-Vandetanib.aml-tandutinib.aml-Ki8751.aml-foretinib.aml-SN.38.aml-GSK690693.aml-NSC48300.aml-KU.0063794.aml-AZ.3146.aml-AT7867.aml-thapsigargin.aml-TL.2.105.aml-NVP.BSK805.aml-Midostaurin.aml-ZSTK474.aml-CR.1.31B.aml-OSI.027.aml-Ko.143.aml-BYL.719.aml-pluripotin.aml-THZ.2.49.aml-QL.X.138.aml-NSC632839.aml-CAL.101.aml-KU.0060648.aml-KU.60019.aml-GSK525762A.aml-decitabine.aml-STF.31.aml-rigosertib.aml-RAF265.aml-KX2.391.aml-GSK461364.aml-Mdivi.1.aml-FK866.aml-MG.132.aml"
"phospho","aml_NPC.26","aml","NPC.26","Ko.143.aml-ML210.aml-austocystin.d.aml-nakiterpiosin.aml-NSC632839.aml-CD.1530.aml-manumycin.A.aml-silmitasertib.aml-NVP.BEZ235.aml-AA.COCF3.aml-AM.580.aml-VER.155008.aml-brivanib.aml-CD.437.aml-X5.FU.aml-canertinib.aml-FQI.2.aml-avrainvillamide.aml-bardoxolone.methyl.aml-StemRegenin.1.aml-vincristine.aml-CGP.60474.aml-NVP.231.aml-GW843682X.aml-salermide.aml-AZD.7545.aml-NSC48300.aml-THZ.2.49.aml-isoevodiamine.aml-Rapamycin.aml-Lisitinib.aml-LAQ824.aml-GSK2126458.aml-ML320.aml-Parthenolide.aml-FH535.aml-Gemcitabine.aml-Cytarabine.aml-KX2.391.aml-decitabine.aml-Panobinostat.aml-Docetaxel.aml-AS605240.aml-TG.101348.aml"
"phospho","aml_NPK76.II.72.1","aml","NPK76.II.72.1","YM201636.aml-THZ.2.49.aml-KIN001.260.aml-OSI.027.aml-NPK76.II.72.1.aml-GSK525762A.aml-AS605240.aml-BI.2536.aml-JNK.9L.aml-KIN001.244.aml-BIX02189.aml-MP470.aml-ABT.199.aml-Sunitinib.aml-RG.108.aml-RITA.aml-OSI.930.aml-erastin.aml"
"phospho","aml_NSC 74859","aml","NSC 74859","SB.743921.aml-YM201636.aml-AT7867.aml-vincristine.aml-CR.1.31B.aml-VX.11e.aml-BI.2536.aml-KIN001.102.aml-CD.437.aml-TW.37.aml-KIN001.260.aml-AA.COCF3.aml-austocystin.d.aml-NVP.231.aml-pyrazolanthrone.aml-SMER.3.aml-KU.60019.aml-spautin.1.aml-X5.FU.aml-Epothilone.B.aml-JQ.1.aml-Parthenolide.aml-LY317615.aml-ABT.199.aml-MP470.aml-ABT.263.aml-Vorinostat.aml-MS.275.aml-LAQ824.aml-FH535.aml-Tipifarnib.aml-EKB.569.aml"
"phospho","aml_NSC.207895","aml","NSC.207895","Bortezomib.aml-FH535.aml-STF.62247.aml-Genentech.Cpd.10.aml-AC220.aml-GSK2126458.aml-SL.0101.1.aml-Gemcitabine.aml-MS.275.aml-MPS.1.IN.1.aml-TG.101348.aml-CP466722.aml-LY317615.aml-TPCA.1.aml-JW.7.24.1.aml-TL.1.85.aml-LAQ824.aml-CEP.701.aml-Lisitinib.aml-Vorinostat.aml-BX.795.aml-NG.25.aml-JQ.1.aml-CUDC.101.aml-S.Trityl.L.cysteine.aml-Z.LLNle.CHO.aml-CH5424802.aml-BAY.61.3606.aml-ML320.aml-JW.7.52.1.aml-manumycin.A.aml-ML210.aml-nakiterpiosin.aml-vincristine.aml-Ko.143.aml-Topotecan.aml-silmitasertib.aml-canertinib.aml-NSC632839.aml-Oxaliplatin.aml-NVP.231.aml-SNS.032.aml-regorafenib.aml-pyrazolanthrone.aml-FQI.2.aml-CR.1.31B.aml-SMER.3.aml-AZD6244.aml-Axitinib.aml-AA.COCF3.aml-MP470.aml-avrainvillamide.aml-KW.2449.aml-SR.II.138A.aml-prima.1.aml-SCH.79797.aml-CHEMBL1222381.aml-AZD.7545.aml-salermide.aml-alisertib.aml"
"phospho","aml_NSC23766","aml","NSC23766","NSC23766.aml-KU.0060648.aml-KU.0063794.aml-LE.135.aml-pluripotin.aml-CCT007093.aml-thapsigargin.aml-NVP.ADW742.aml-AZD6482.aml-SMER.3.aml-GSK1059615.aml-PD.0332991.aml-phenformin.aml-AT.7519.aml-ZSTK474.aml-temsirolimus.aml-Ispinesib.Mesylate.aml-Ch.55.aml-THZ.2.102.1.aml-simvastatin.aml-CAL.101.aml-MK.2206.aml-PF.562271.aml-X17.AAG.aml-OSI.906.aml-X681640.aml-KU.60019.aml-FMK.aml-pyrazolanthrone.aml-NPK76.II.72.1.aml-GMX.1778.aml-MG.132.aml-RAF265.aml-MLN2238.aml-TL.1.85.aml-ML320.aml-Mitomycin.C.aml-FK866.aml-RG.108.aml-STF.31.aml-belinostat.aml-CAY10603.aml-NG.25.aml-LAQ824.aml-AR.42.aml-ruxolitinib.aml-GSK461364.aml-HG.6.64.1.aml-Talazoparib.aml-X16.beta.bromoandrosterone.aml-clofarabine.aml-R428.aml-CX.5461.aml-Parthenolide.aml-CAY10618.aml-decitabine.aml-X3.Cl.AHPC.aml-rigosertib.aml"
"phospho","aml_NSC48300","aml","NSC48300","NSC48300.aml-canertinib.aml-CR.1.31B.aml-AZ.3146.aml-CHEMBL1222381.aml-X.5Z..7.Oxozeaenol.aml-KW.2449.aml-prima.1.aml-SMER.3.aml-Ki8751.aml-cabozantinib.aml-CD.437.aml-AM.580.aml-oligomycin.a.aml-Oxaliplatin.aml-ABT.737.aml-pyrazolanthrone.aml-Lisitinib.aml-Cytarabine.aml-GSK461364.aml-KX2.391.aml-Parthenolide.aml-rigosertib.aml-spautin.1.aml-R428.aml-GMX.1778.aml-LAQ824.aml"
"phospho","aml_NSC632839","aml","NSC632839","SN.38.aml-AM.580.aml-NSC632839.aml-Bosutinib.aml-AZ.3146.aml-AA.COCF3.aml-salermide.aml-canertinib.aml-X.5Z..7.Oxozeaenol.aml-Ko.143.aml-paclitaxel.aml-KW.2449.aml-brefeldin.A.aml-ABT.737.aml-VER.155008.aml-purmorphamine.aml-NVP.BSK805.aml-CD.1530.aml-Topotecan.aml-NSC48300.aml-thapsigargin.aml-tamatinib.aml-PIK.93.aml-KU.60019.aml-barasertib.aml-MP470.aml-Sorafenib.aml-ZSTK474.aml-Midostaurin.aml-ATRA.aml-rigosertib.aml-Lisitinib.aml-ML320.aml-GSK461364.aml-decitabine.aml-TPCA.1.aml-AS605240.aml-I.BET.762.aml-ruxolitinib.aml-Cytarabine.aml"
"phospho","aml_NSC95397","aml","NSC95397","NSC95397.aml-Elesclomol.aml-Vorinostat.aml-cabozantinib.aml-birinapant.aml-NSC19630.aml-phenformin.aml-ABT.737.aml-CEP.701.aml-PX.12.aml-BX.795.aml-BMS.536924.aml-temsirolimus.aml-embelin.aml-AP.24534.aml-AZD7762.aml-GSK1070916.aml-JW.7.52.1.aml-BX.912.aml-MK.2206.aml-AICAR.aml-OSU.03012.aml-OSI.027.aml-etoposide.aml-TAE684.aml-foretinib.aml-GSK429286A.aml-FMK.aml-Sunitinib.aml-Gemcitabine.aml-Mitomycin.C.aml-QL.XI.92.aml-CAY10603.aml-alisertib.aml-spautin.1.aml-X3.Cl.AHPC.aml-parbendazole.aml-clofarabine.aml-GMX.1778.aml-AR.42.aml-GSK461364.aml-FK866.aml-Talazoparib.aml-EKB.569.aml-AZD.7545.aml-Epothilone.B.aml-MLN2238.aml-I.BET.762.aml-silmitasertib.aml-CAY10618.aml-Merck60.aml-belinostat.aml-STF.31.aml"
"phospho","aml_NU.7441","aml","NU.7441","JQ12.aml-PD.0325901.aml-TW.37.aml-Bexarotene.aml-FH535.aml-BX.795.aml-LE.135.aml-Cytarabine.aml-RAF265.aml-TG.101348.aml-JW.7.24.1.aml-CX.5461.aml-MG.132.aml-Topotecan.aml-VX.11e.aml-KPT185.aml-SCH.79797.aml-RITA.aml-EKB.569.aml-QL.X.138.aml-TPCA.1.aml-QL.XII.47.aml-belinostat.aml"
"phospho","aml_Nutlin.3","aml","Nutlin.3","X5.FU.aml-CGP.60474.aml-Nutlin.3.aml-ATRA.aml-bardoxolone.methyl.aml-BI.2536.aml-WZ3105.aml-X17.AAG.aml-FMK.aml-Topotecan.aml-NVP.BEZ235.aml-Bexarotene.aml-KIN001.260.aml-Bosutinib.aml-brefeldin.A.aml-PIK.93.aml-VER.155008.aml-PHA.793887.aml-Ispinesib.Mesylate.aml-paclitaxel.aml-AZ628.aml-ZSTK474.aml-AT7867.aml-CCT007093.aml-Ko.143.aml-AT.7519.aml-AZD6482.aml-GW843682X.aml-THZ.2.102.1.aml-Vinorelbine.aml-decitabine.aml-rigosertib.aml-ABT.199.aml-R428.aml-ML320.aml-CH5424802.aml-ruxolitinib.aml-KX2.391.aml-Merck60.aml-ABT.263.aml"
"phospho","aml_Nutlin.3a ...","aml","Nutlin.3a ...","PD.0325901.aml-RDEA119.aml-AT7867.aml-Axitinib.aml-Nutlin.3a.....aml-CR.1.31B.aml-BI.2536.aml-brefeldin.A.aml-etoposide.aml-PD.0332991.aml-pyrazolanthrone.aml-Y.39983.aml-JNK.9L.aml-Vinblastine.aml-ATRA.aml-OSI.906.aml-fluvastatin.aml-Bexarotene.aml-Nutlin.3.aml-SNS.032.aml-GDC.0941.aml-WZ3105.aml-VNLG.124.aml-NVP.ADW742.aml-barasertib.aml-paclitaxel.aml-BMS.754807.aml-Vinorelbine.aml-PHA.793887.aml-LE.135.aml-RG.108.aml-CH5424802.aml-R428.aml-X16.beta.bromoandrosterone.aml-rigosertib.aml-KPT185.aml-STF.62247.aml-Bortezomib.aml-Obatoclax.Mesylate.aml-RAF265.aml-MG.132.aml-JW.7.24.1.aml"
"phospho","aml_NVP.231","aml","NVP.231","GW843682X.aml-NVP.231.aml-SCH.79797.aml-nakiterpiosin.aml-QL.X.138.aml-QS11.aml-parbendazole.aml-Obatoclax.Mesylate.aml-Z.LLNle.CHO.aml-STF.62247.aml-bardoxolone.methyl.aml-ABT.263.aml-RDEA119.aml-BHG712.aml-ML162.aml-AICAR.aml-cabozantinib.aml-ABT.737.aml"
"phospho","aml_NVP.ADW742","aml","NVP.ADW742","PHA.793887.aml-X17.AAG.aml-AZD6482.aml-CCT007093.aml-NVP.ADW742.aml-CAL.101.aml-AT.7519.aml-Ispinesib.Mesylate.aml-PIK.93.aml-WZ3105.aml-BX.912.aml-GDC.0941.aml-LE.135.aml-FMK.aml-CCT018159.aml-Dasatinib.aml-NSC23766.aml-KU.0060648.aml-PF.562271.aml-Nutlin.3.aml-ZSTK474.aml-Vinorelbine.aml-ATRA.aml-KIN001.260.aml-NVP.BEZ235.aml-Ch.55.aml-Bosutinib.aml-BIX02189.aml-Bexarotene.aml-OSI.027.aml-MG.132.aml-GMX.1778.aml-MLN2238.aml-RAF265.aml-rigosertib.aml-KPT185.aml-belinostat.aml-ML320.aml-CX.5461.aml-AR.42.aml-Compound.7d.cis.aml-Parthenolide.aml-KX2.391.aml-CAY10603.aml-TL.1.85.aml-FK866.aml-Merck60.aml-clofarabine.aml-ruxolitinib.aml-decitabine.aml-LAQ824.aml-Cytarabine.aml-STF.31.aml-QL.XII.47.aml-JW.7.24.1.aml-TG.101348.aml-parbendazole.aml-Mitomycin.C.aml-RITA.aml-X3.Cl.AHPC.aml"
"phospho","aml_NVP.BEZ235","aml","NVP.BEZ235","NVP.BEZ235.aml-X5.FU.aml-fluvastatin.aml-KIN001.260.aml-AZD8055.aml-pluripotin.aml-CGP.60474.aml-GSK525762A.aml-X681640.aml-X17.AAG.aml-Bexarotene.aml-BAY.61.3606.aml-Dasatinib.aml-tandutinib.aml-Vinorelbine.aml-ZSTK474.aml-bardoxolone.methyl.aml-Bosutinib.aml-CD.1530.aml-AZD6482.aml-brivanib.aml-LE.135.aml-PHA.793887.aml-linifanib.aml-AT.7519.aml-MLN4924.aml-ATRA.aml-Bleomycin.aml-Nutlin.3.aml-JQ12.aml-decitabine.aml-RAF265.aml-ABT.263.aml-ML162.aml-ML320.aml-ABT.199.aml-momelotinib.aml"
"phospho","aml_NVP.BSK805","aml","NVP.BSK805","NVP.BSK805.aml-HG.6.64.1.aml-Talazoparib.aml-TG.101348.aml-CUDC.101.aml-NG.25.aml-CP466722.aml-TL.1.85.aml-Vorinostat.aml-Genentech.Cpd.10.aml-BAY.61.3606.aml-tubastatin.A.aml-SN.38.aml-PD318088.aml-AZD6244.aml-SNS.032.aml-parbendazole.aml-cucurbitacin.I.aml-NPK76.II.72.1.aml-CI.1040.aml"
"phospho","aml_Obatoclax Mesylate","aml","Obatoclax Mesylate","Obatoclax.Mesylate.aml-I.BET151.aml-Bortezomib.aml-JW.7.24.1.aml-CH5424802.aml-CX.5461.aml-Epothilone.B.aml-EKB.569.aml-LY317615.aml-QL.XI.92.aml-Merck60.aml-TG.101348.aml-MG.132.aml-AR.42.aml-ABT.737.aml-barasertib.aml-canertinib.aml-birinapant.aml-NSC19630.aml-pyrazolanthrone.aml-paclitaxel.aml"
"phospho","aml_oligomycin a","aml","oligomycin a","CH5424802.aml-CP466722.aml-SR.II.138A.aml-SNX.2112.aml-oligomycin.a.aml-Merck60.aml-tubastatin.A.aml-CX.5461.aml-indisulam.aml-ruxolitinib.aml-STF.62247.aml-Doxorubicin.aml-AZD6244.aml-PD318088.aml-CI.1040.aml-OSI.930.aml-brefeldin.A.aml-ETP.46464.aml-epigallocatechin.3.monogallate.aml"
"phospho","aml_omacetaxine mepesuccinate","aml","omacetaxine mepesuccinate","Doxorubicin.aml-omacetaxine.mepesuccinate.aml-PD.0325901.aml-Parthenolide.aml-tipifarnib.aml-JQ.1.aml-TL.2.105.aml-KU.0063794.aml-GSK429286A.aml-Sorafenib.aml-GSK1120212.aml-Epothilone.B.aml-fluvastatin.aml-Topotecan.aml-QL.X.138.aml-tandutinib.aml-Oxaliplatin.aml-RG.108.aml-R428.aml-Mdivi.1.aml-CH5424802.aml-NSC19630.aml-SL.0101.1.aml-rigosertib.aml"
"phospho","aml_OSI.027","aml","OSI.027","CH5424802.aml-Bortezomib.aml-OSI.027.aml-LY317615.aml-Obatoclax.Mesylate.aml-SNX.2112.aml-ABT.263.aml-tubastatin.A.aml-I.BET151.aml-JW.7.24.1.aml-TG.101348.aml-AZD6244.aml-Mdivi.1.aml-PD318088.aml-AZD.7545.aml-nakiterpiosin.aml-manumycin.A.aml-SB.743921.aml"
"phospho","aml_OSI.906","aml","OSI.906","OSI.906.aml-Bexarotene.aml-NVP.ADW742.aml-KIN001.244.aml-Nutlin.3.aml-AZD6482.aml-VNLG.124.aml-PHA.793887.aml-NPK76.II.72.1.aml-T0901317.aml-CCT018159.aml-PF.562271.aml-BIX02189.aml-MPS.1.IN.1.aml-BX.912.aml-AT.7519.aml-Nutlin.3a.....aml-X681640.aml-linifanib.aml-Y.39983.aml-Vinblastine.aml-WZ3105.aml-CCT007093.aml-PD.0325901.aml-GSK1059615.aml-BX.795.aml-Elesclomol.aml-Dasatinib.aml-LE.135.aml-FMK.aml-belinostat.aml-Compound.7d.cis.aml-KPT185.aml-CX.5461.aml-RITA.aml-CAY10603.aml-MLN2238.aml-Mitomycin.C.aml-EKB.569.aml-Merck60.aml-TL.1.85.aml-QL.XI.92.aml-TG.101348.aml-AR.42.aml-CH5424802.aml-MG.132.aml-clofarabine.aml-RG.108.aml-Epothilone.B.aml-RAF265.aml-GMX.1778.aml-ABT.199.aml-JW.7.24.1.aml-ML320.aml-X3.Cl.AHPC.aml-NG.25.aml-X16.beta.bromoandrosterone.aml-rigosertib.aml-ruxolitinib.aml-Irinotecan.aml"
"phospho","aml_OSI.930","aml","OSI.930","OSI.930.aml-KU.60019.aml-Tipifarnib.aml-NSC95397.aml-BAY.61.3606.aml-AZD7762.aml-erastin.aml-AP.24534.aml-HG.6.64.1.aml-Genentech.Cpd.10.aml-birinapant.aml-NSC19630.aml-XMD8.85.aml-Sunitinib.aml-spautin.1.aml-FK866.aml-X3.Cl.AHPC.aml-STF.31.aml-GMX.1778.aml-GSK1120212.aml-RDEA119.aml"
"phospho","aml_OSU.03012","aml","OSU.03012","Gemcitabine.aml-JW.7.52.1.aml-JQ12.aml-AUY922.aml-Pyrimethamine.aml-BAY.61.3606.aml-MPS.1.IN.1.aml-A.443654.aml-S.Trityl.L.cysteine.aml-IPA.3.aml-GSK.650394.aml-DMOG.aml-GSK429286A.aml-BX.795.aml-Genentech.Cpd.10.aml-XMD8.85.aml-OSU.03012.aml-Tipifarnib.aml-CEP.701.aml-BMS.754807.aml-embelin.aml-linifanib.aml-JNK.9L.aml-Z.LLNle.CHO.aml-QS11.aml-AZD8055.aml-MS.275.aml-Sunitinib.aml-Y.39983.aml-VNLG.124.aml-X16.beta.bromoandrosterone.aml-Compound.7d.cis.aml-importazole.aml-ABT.199.aml-Ki8751.aml-SU11274.aml-momelotinib.aml"
"phospho","aml_ouabain","aml","ouabain","Parthenolide.aml-Topotecan.aml-KX2.391.aml-JQ.1.aml-MG.132.aml-QL.XII.47.aml-AR.42.aml-parbendazole.aml-Doxorubicin.aml-GSK461364.aml-Mitomycin.C.aml-TW.37.aml-phenformin.aml-NSC48300.aml-AP.24534.aml-birinapant.aml-cabozantinib.aml-ABT.263.aml-MK.2206.aml"
"phospho","aml_Oxaliplatin","aml","Oxaliplatin","Oxaliplatin.aml-canertinib.aml-SN.38.aml-KW.2449.aml-KU.60019.aml-CR.1.31B.aml-Ko.143.aml-NSC48300.aml-AA.COCF3.aml-AZ.3146.aml-pluripotin.aml-CHEMBL1222381.aml-X5.FU.aml-KU.0063794.aml-NSC632839.aml-AM.580.aml-X.5Z..7.Oxozeaenol.aml-pyrazolanthrone.aml-VER.155008.aml-vincristine.aml-CD.437.aml-thapsigargin.aml-ZSTK474.aml-TL.2.105.aml-BYL.719.aml-tipifarnib.aml-paclitaxel.aml-foretinib.aml-CAL.101.aml-brivanib.aml-R428.aml-RAF265.aml-ML320.aml-rigosertib.aml-LAQ824.aml-KX2.391.aml-FH535.aml-MG.132.aml-ruxolitinib.aml-Lisitinib.aml-TL.1.85.aml-decitabine.aml-I.BET.762.aml-GSK461364.aml-Cytarabine.aml-GMX.1778.aml"
"phospho","aml_pac.1","aml","pac.1","NSC19630.aml-ETP.46464.aml-NSC95397.aml-PD318088.aml-GSK690693.aml-AP.24534.aml-FMK.aml-embelin.aml-prima.1.aml-BMS.509744.aml-epigallocatechin.3.monogallate.aml-PF.562271.aml-shikonin.aml-BX.912.aml-Rapamycin.aml-pluripotin.aml-AZD7762.aml-SR.II.138A.aml-QL.XI.92.aml-CX.5461.aml-MLN2238.aml-Talazoparib.aml-Mitomycin.C.aml-SNX.2112.aml-TW.37.aml-AR.42.aml-Merck60.aml-I.BET.762.aml-CP466722.aml-ABT.263.aml-alisertib.aml-CAY10618.aml-NG.25.aml-CH5424802.aml-ruxolitinib.aml-X3.Cl.AHPC.aml-cucurbitacin.I.aml-Bortezomib.aml-GMX.1778.aml-LAQ824.aml-MG.132.aml-FK866.aml-CAY10603.aml-STF.31.aml-belinostat.aml"
"phospho","aml_paclitaxel","aml","paclitaxel","paclitaxel.aml-BI.2536.aml-Axitinib.aml-Topotecan.aml-brefeldin.A.aml-Nutlin.3.aml-THZ.2.102.1.aml-ATRA.aml-Y.39983.aml-AZ628.aml-PD.0325901.aml-PD.0332991.aml-AM.580.aml-CGP.60474.aml-Vinorelbine.aml-Nutlin.3a.....aml-PHA.793887.aml-X17.AAG.aml-PIK.93.aml-Ispinesib.Mesylate.aml-Doxorubicin.aml-Bexarotene.aml-WZ3105.aml-AZD6482.aml-KU.0063794.aml-Oxaliplatin.aml-GSK1070916.aml-CAL.101.aml-etoposide.aml-PI.103.aml-rigosertib.aml-CH5424802.aml-RG.108.aml-R428.aml-FK866.aml-decitabine.aml-STF.62247.aml-CP466722.aml-STF.31.aml-ML320.aml-ruxolitinib.aml-Merck60.aml-MLN2238.aml-X16.beta.bromoandrosterone.aml"
"phospho","aml_Panobinostat","aml","Panobinostat","Panobinostat.aml-JQ.1.aml-MS.275.aml-LAQ824.aml-RAF265.aml-Vorinostat.aml-QL.XII.47.aml-KX2.391.aml-STF.62247.aml-MG.132.aml-S.Trityl.L.cysteine.aml-JW.7.24.1.aml-Lisitinib.aml-decitabine.aml-R428.aml-Doxorubicin.aml-ruxolitinib.aml-prima.1.aml-foretinib.aml-TW.37.aml-Ko.143.aml-NSC48300.aml-austocystin.d.aml-Midostaurin.aml-Oxaliplatin.aml-Axitinib.aml-LE.135.aml-KIN001.055.aml-KW.2449.aml-manumycin.A.aml-CR.1.31B.aml-avrainvillamide.aml-AA.COCF3.aml-canertinib.aml-NSC632839.aml-silmitasertib.aml-VER.155008.aml-Ki8751.aml-AM.580.aml-X5.FU.aml-JNK.9L.aml-BIX02189.aml-Ch.55.aml-Bryostatin.1.aml-CCT018159.aml-cabozantinib.aml-PD.0332991.aml"
"phospho","aml_parbendazole","aml","parbendazole","parbendazole.aml-GSK461364.aml-KX2.391.aml-YM201636.aml-VX.11e.aml-AS605240.aml-Cytarabine.aml-GSK1120212.aml-CAY10618.aml-Lisitinib.aml-Docetaxel.aml-ABT.737.aml-importazole.aml-NSC48300.aml-Vorinostat.aml-canertinib.aml-AP.24534.aml-TW.37.aml-ETP.46464.aml-foretinib.aml-PX.12.aml-NSC95397.aml-cabozantinib.aml-X16.beta.bromoandrosterone.aml-AICAR.aml-CD.1530.aml-AM.580.aml"
"phospho","aml_Parthenolide","aml","Parthenolide","Parthenolide.aml-QL.XII.47.aml-JQ.1.aml-Doxorubicin.aml-Talazoparib.aml-shikonin.aml-tubastatin.A.aml-LY317615.aml-Genentech.Cpd.10.aml-HG.6.64.1.aml-Epothilone.B.aml-LAQ824.aml-Cytarabine.aml-TG.101348.aml-Mitomycin.C.aml-GSK2126458.aml-CUDC.101.aml-Z.LLNle.CHO.aml-VX.11e.aml-GW843682X.aml-JW.7.24.1.aml-GSK429286A.aml-Sorafenib.aml-Lisitinib.aml-QS11.aml-CD.437.aml-Mdivi.1.aml-FQI.2.aml-NVP.231.aml-pazopanib.aml-epigallocatechin.3.monogallate.aml-NSC19630.aml-Zebularine.aml-CHEMBL1222381.aml-SB.743921.aml-dacarbazine.aml-ML162.aml-SMER.3.aml"
"phospho","aml_pazopanib","aml","pazopanib","KU.60019.aml-CR.1.31B.aml-MP470.aml-pyrazolanthrone.aml-simvastatin.aml-CCT018159.aml-phloretin.aml-KW.2449.aml-linifanib.aml-NSC19630.aml-pazopanib.aml-NSC23766.aml-isoevodiamine.aml-CP466722.aml-FQI.2.aml-AZD6482.aml-GSK1059615.aml-CCT007093.aml-CD.437.aml-NVP.ADW742.aml-CHEMBL1222381.aml-MK.2206.aml-JQ12.aml-OSI.906.aml-Vinblastine.aml-X681640.aml-SN.38.aml-Axitinib.aml-LE.135.aml-AZD7762.aml-importazole.aml-AS605240.aml-Compound.7d.cis.aml-belinostat.aml-RAF265.aml-MG.132.aml-GMX.1778.aml"
"phospho","aml_Pazopanib","aml","Pazopanib","Not_found"
"phospho","aml_PD.0325901","aml","PD.0325901","PD.0325901.aml-AZD6244.aml-RDEA119.aml-PD318088.aml-CI.1040.aml-GSK1120212.aml-Elesclomol.aml-NG.25.aml-TG.101348.aml-Talazoparib.aml-CX.5461.aml-NVP.BSK805.aml-CH5424802.aml-TPCA.1.aml-belinostat.aml-RG.108.aml-TL.1.85.aml"
"phospho","aml_PD.0332991","aml","PD.0332991","PD.0332991.aml-BI.2536.aml-Y.39983.aml-X681640.aml-CCT018159.aml-BMS.754807.aml-AZD6482.aml-OSI.906.aml-tipifarnib.aml-PD.0325901.aml-JNK.9L.aml-ZM.447439.aml-NSC23766.aml-Nutlin.3a.....aml-NVP.ADW742.aml-Bexarotene.aml-Doxorubicin.aml-VNLG.124.aml-GDC.0941.aml-Vinblastine.aml-Camptothecin.aml-Ch.55.aml-PHA.793887.aml-ATRA.aml-CCT007093.aml-WZ3105.aml-Axitinib.aml-THZ.2.102.1.aml-AUY922.aml-TAE684.aml-RG.108.aml-R428.aml-MLN2238.aml-FK866.aml-belinostat.aml-X16.beta.bromoandrosterone.aml-Compound.7d.cis.aml-STF.31.aml-CH5424802.aml-rigosertib.aml-GMX.1778.aml-X3.Cl.AHPC.aml-RITA.aml-CAY10603.aml-MG.132.aml-Talazoparib.aml-CX.5461.aml-KPT185.aml-ML320.aml-RAF265.aml-TL.1.85.aml-Bortezomib.aml"
"phospho","aml_PD173074","aml","PD173074","phloretin.aml-TW.37.aml-PD173074.aml-pazopanib.aml-DMOG.aml-Axitinib.aml-simvastatin.aml-OSI.930.aml-Bosutinib.aml-TAK.715.aml-QL.XII.47.aml-clofarabine.aml-shikonin.aml-Cytarabine.aml-QL.X.138.aml-AS605240.aml-regorafenib.aml-CUDC.101.aml-Parthenolide.aml-Irinotecan.aml-salermide.aml-Topotecan.aml-TL.2.105.aml-importazole.aml-KPT185.aml-GW843682X.aml"
"phospho","aml_PD318088","aml","PD318088","PD318088.aml-AZD6244.aml-PD.0325901.aml-tipifarnib.aml-manumycin.A.aml-CD.1530.aml-pluripotin.aml-prima.1.aml-AM.580.aml-SNS.032.aml-CI.1040.aml-regorafenib.aml-avrainvillamide.aml-Ch.55.aml-FMK.aml-silmitasertib.aml-RDEA119.aml-Ko.143.aml-LE.135.aml-Bexarotene.aml-NSC632839.aml-NVP.BEZ235.aml-NPK76.II.72.1.aml-PIK.93.aml-NSC23766.aml-ATRA.aml-VER.155008.aml-Oxaliplatin.aml-GSK525762A.aml-Bosutinib.aml-CP466722.aml-TG.101348.aml-NG.25.aml-TL.1.85.aml-TPCA.1.aml-STF.62247.aml-ML320.aml-Bortezomib.aml-CX.5461.aml-LAQ824.aml-BAY.61.3606.aml-ruxolitinib.aml-HG.6.64.1.aml-NVP.BSK805.aml-Talazoparib.aml-decitabine.aml-Cytarabine.aml-FH535.aml-CH5424802.aml-RG.108.aml-RAF265.aml-JW.7.24.1.aml-QL.XII.47.aml-Panobinostat.aml"
"phospho","aml_PDMP","aml","PDMP","NSC48300.aml-canertinib.aml-prima.1.aml-tandutinib.aml-OSI.027.aml-AP.24534.aml-ZSTK474.aml-ETP.46464.aml-pluripotin.aml-CD.1530.aml-AT.406.aml-Ko.143.aml-NVP.BEZ235.aml-CAL.101.aml-VER.155008.aml-GSK690693.aml-KW.2449.aml-KU.0060648.aml-AM.580.aml-FMK.aml-X17.AAG.aml-Ispinesib.Mesylate.aml-foretinib.aml-brivanib.aml-Rapamycin.aml-Ch.55.aml-PX.12.aml-LE.135.aml-PIK.93.aml-temsirolimus.aml-GSK461364.aml-Lisitinib.aml-decitabine.aml-KX2.391.aml-CAY10618.aml-LAQ824.aml-GMX.1778.aml-ruxolitinib.aml-MG.132.aml-STF.31.aml-RAF265.aml-MLN2238.aml-AR.42.aml-parbendazole.aml-VX.11e.aml-YM201636.aml-ML320.aml-Cytarabine.aml"
"phospho","aml_PF.184","aml","PF.184","CD.437.aml-FQI.2.aml-isoevodiamine.aml-Zebularine.aml-X5.FU.aml-MLN4924.aml-brivanib.aml-StemRegenin.1.aml-thapsigargin.aml-nakiterpiosin.aml-Mdivi.1.aml-KU.60019.aml-bardoxolone.methyl.aml-dacarbazine.aml-brefeldin.A.aml-SN.38.aml-NVP.231.aml-AA.COCF3.aml-VER.155008.aml-simvastatin.aml-SCH.79797.aml-Rapamycin.aml-Bleomycin.aml-Ko.143.aml-KU.0063794.aml-CHEMBL1222381.aml-pazopanib.aml-Topotecan.aml-A.443654.aml-CGP.60474.aml-AS605240.aml-BHG712.aml-ABT.199.aml-KPT185.aml-Cytarabine.aml-rigosertib.aml-KX2.391.aml-R428.aml"
